time/s	Ewe/V	<I>/mA	cycle number	
7.805856751610379E+003	1.8767281E+000	-9.847955407012894E-004	1.000000000000000E+000
7.815856051489311E+003	1.8757169E+000	-9.814250540825930E-004	1.000000000000000E+000
7.825855251368252E+003	1.8747256E+000	-9.780307042645594E-004	1.000000000000000E+000
7.835854551247190E+003	1.8737040E+000	-9.751930427815952E-004	1.000000000000000E+000
7.845853851126129E+003	1.8727098E+000	-9.721172175379718E-004	1.000000000000000E+000
7.855853151005067E+003	1.8717356E+000	-9.692448991146518E-004	1.000000000000000E+000
7.865852450883998E+003	1.8707211E+000	-9.665813116550986E-004	1.000000000000000E+000
7.875851650762932E+003	1.8697234E+000	-9.642816302941268E-004	1.000000000000000E+000
7.885850950641878E+003	1.8687382E+000	-9.629408443604694E-004	1.000000000000000E+000
7.895850250520816E+003	1.8677305E+000	-9.591850834359122E-004	1.000000000000000E+000
7.905849550399755E+003	1.8667232E+000	-9.554525392474478E-004	1.000000000000000E+000
7.915848750278688E+003	1.8657141E+000	-9.524313605247291E-004	1.000000000000000E+000
7.925848050157620E+003	1.8647251E+000	-9.496067471314977E-004	1.000000000000000E+000
7.935847350036551E+003	1.8637071E+000	-9.469989148220871E-004	1.000000000000000E+000
7.945846649915497E+003	1.8627254E+000	-9.454866796271728E-004	1.000000000000000E+000
7.955845849794438E+003	1.8617331E+000	-9.432594046740591E-004	1.000000000000000E+000
7.965845149673376E+003	1.8607137E+000	-9.397413590169594E-004	1.000000000000000E+000
7.975844449552329E+003	1.8597041E+000	-9.368460756793866E-004	1.000000000000000E+000
7.985843749431238E+003	1.8587122E+000	-9.349682298508692E-004	1.000000000000000E+000
7.995842549310182E+003	1.8577212E+000	-9.317604340208785E-004	1.000000000000000E+000
8.005841449189131E+003	1.8567140E+000	-9.293919258362079E-004	1.000000000000000E+000
8.015840749068069E+003	1.8557197E+000	-9.274355296126418E-004	1.000000000000000E+000
8.025840048947022E+003	1.8547202E+000	-9.254945253005346E-004	1.000000000000000E+000
8.035839248825934E+003	1.8537172E+000	-9.224705213008652E-004	1.000000000000000E+000
8.045838548704865E+003	1.8527128E+000	-9.199260337267846E-004	1.000000000000000E+000
8.055837848583811E+003	1.8517247E+000	-9.174644648829895E-004	1.000000000000000E+000
8.065837148462742E+003	1.8507506E+000	-9.155186151768931E-004	1.000000000000000E+000
8.075836348341691E+003	1.8497206E+000	-9.157993141745719E-004	1.000000000000000E+000
8.085835648220644E+003	1.8487189E+000	-9.117913190362596E-004	1.000000000000000E+000
8.095834948099553E+003	1.8477082E+000	-9.096915957008990E-004	1.000000000000000E+000
8.105834247978491E+003	1.8467321E+000	-9.080042013552506E-004	1.000000000000000E+000
8.115833447857432E+003	1.8457053E+000	-9.059822509496357E-004	1.000000000000000E+000
8.125832747736364E+003	1.8447084E+000	-9.047568400844513E-004	1.000000000000000E+000
8.135832047615309E+003	1.8437074E+000	-9.031898018478177E-004	1.000000000000000E+000
8.145831347494241E+003	1.8427008E+000	-9.016319640167900E-004	1.000000000000000E+000
8.155830547373174E+003	1.8416997E+000	-9.009456236805495E-004	1.000000000000000E+000
8.165829847252113E+003	1.8407029E+000	-8.986525233145573E-004	1.000000000000000E+000
8.175829147131051E+003	1.8397046E+000	-8.966100991787684E-004	1.000000000000000E+000
8.185828447009990E+003	1.8387178E+000	-8.945744641913611E-004	1.000000000000000E+000
8.195827246888934E+003	1.8377310E+000	-8.933013409295164E-004	1.000000000000000E+000
8.205826146767897E+003	1.8367513E+000	-8.920476501169490E-004	1.000000000000000E+000
8.215825446646777E+003	1.8357610E+000	-8.907063975318874E-004	1.000000000000000E+000
8.225824746525759E+003	1.8347427E+000	-8.895990464869068E-004	1.000000000000000E+000
8.235823946404649E+003	1.8337126E+000	-8.885501749236711E-004	1.000000000000000E+000
8.245823246283602E+003	1.8327235E+000	-8.872407058581576E-004	1.000000000000000E+000
8.255822546162526E+003	1.8317354E+000	-8.863598314142981E-004	1.000000000000000E+000
8.265821846041479E+003	1.8307401E+000	-8.852304735849116E-004	1.000000000000000E+000
8.275821045920413E+003	1.8297141E+000	-8.845383412527006E-004	1.000000000000000E+000
8.285820345799380E+003	1.8287163E+000	-8.834395078714278E-004	1.000000000000000E+000
8.295819645678275E+003	1.8277243E+000	-8.826580870402879E-004	1.000000000000000E+000
8.305818945557257E+003	1.8267217E+000	-8.814831737060866E-004	1.000000000000000E+000
8.315818145436191E+003	1.8257246E+000	-8.806030566352353E-004	1.000000000000000E+000
8.325817445315115E+003	1.8247116E+000	-8.798116162448029E-004	1.000000000000000E+000
8.335816745194024E+003	1.8237230E+000	-8.795791726929521E-004	1.000000000000000E+000
8.345816045072977E+003	1.8227303E+000	-8.788591541047316E-004	1.000000000000000E+000
8.355815244951897E+003	1.8217307E+000	-8.781662219410936E-004	1.000000000000000E+000
8.365814544830879E+003	1.8207319E+000	-8.773057515792046E-004	1.000000000000000E+000
8.375813844709774E+003	1.8197244E+000	-8.769756371391161E-004	1.000000000000000E+000
8.385813144588727E+003	1.8187191E+000	-8.763106387444999E-004	1.000000000000000E+000
8.395811944467714E+003	1.8177222E+000	-8.757413507742493E-004	1.000000000000000E+000
8.405810844346648E+003	1.8167404E+000	-8.750632109449270E-004	1.000000000000000E+000
8.415810144225572E+003	1.8157299E+000	-8.747070629399720E-004	1.000000000000000E+000
8.425809444104510E+003	1.8147295E+000	-8.744314916921923E-004	1.000000000000000E+000
8.435808643983430E+003	1.8137475E+000	-8.740582708462903E-004	1.000000000000000E+000
