time/s	Ewe/V	<I>/mA	cycle number	
1.051639561879335E+004	4.5408046E-001	-4.763434270331053E-003	1.000000000000000E+000
1.051972871875300E+004	4.5509779E-001	-4.711825768659222E-003	1.000000000000000E+000
1.052306181871265E+004	4.5608974E-001	-4.663087342525886E-003	1.000000000000000E+000
1.052639481867230E+004	4.5708415E-001	-4.614291824241251E-003	1.000000000000000E+000
1.052972791863195E+004	4.5808449E-001	-4.566108370665884E-003	1.000000000000000E+000
1.053306101859160E+004	4.5911464E-001	-4.510885682951146E-003	1.000000000000000E+000
1.053639411855125E+004	4.6018547E-001	-4.455425329555012E-003	1.000000000000000E+000
1.053972721851087E+004	4.6119270E-001	-4.408985044820790E-003	1.000000000000000E+000
1.054306031847053E+004	4.6217865E-001	-4.362486718928384E-003	1.000000000000000E+000
1.054639341843016E+004	4.6316716E-001	-4.315579352503016E-003	1.000000000000000E+000
1.054972651838981E+004	4.6414477E-001	-4.267035839224359E-003	1.000000000000000E+000
1.055305961834945E+004	4.6516815E-001	-4.217840668738836E-003	1.000000000000000E+000
1.055639271830910E+004	4.6617571E-001	-4.170422849301053E-003	1.000000000000000E+000
1.055972581826874E+004	4.6716109E-001	-4.123666722832361E-003	1.000000000000000E+000
1.056305891822837E+004	4.6817181E-001	-4.077432226646841E-003	1.000000000000000E+000
1.056639191818802E+004	4.6914753E-001	-4.030740709762060E-003	1.000000000000000E+000
1.056972501814767E+004	4.7016454E-001	-3.984931017320399E-003	1.000000000000000E+000
1.057305811810732E+004	4.7116446E-001	-3.937712543264096E-003	1.000000000000000E+000
1.057639121806697E+004	4.7216401E-001	-3.890888330103769E-003	1.000000000000000E+000
1.057972431802662E+004	4.7316140E-001	-3.844997436452210E-003	1.000000000000000E+000
1.058305741798626E+004	4.7413847E-001	-3.799367376473212E-003	1.000000000000000E+000
1.058639051794590E+004	4.7515288E-001	-3.753574223392828E-003	1.000000000000000E+000
1.058972361790555E+004	4.7616830E-001	-3.708265859909805E-003	1.000000000000000E+000
1.059305671786519E+004	4.7714922E-001	-3.662852931293106E-003	1.000000000000000E+000
1.059638981782483E+004	4.7815275E-001	-3.618236023443973E-003	1.000000000000000E+000
1.059972291778447E+004	4.7915274E-001	-3.573356312444959E-003	1.000000000000000E+000
1.060305601774415E+004	4.8013318E-001	-3.528368753594399E-003	1.000000000000000E+000
1.060638901770380E+004	4.8113117E-001	-3.483484490935241E-003	1.000000000000000E+000
1.060972211766348E+004	4.8215520E-001	-3.438462428676847E-003	1.000000000000000E+000
1.061305521762307E+004	4.8313069E-001	-3.394746200304647E-003	1.000000000000000E+000
1.061638831758272E+004	4.8413572E-001	-3.350696758492908E-003	1.000000000000000E+000
1.061972141754237E+004	4.8508942E-001	-3.308664404915201E-003	1.000000000000000E+000
1.062305451750202E+004	4.8613143E-001	-3.264043918572402E-003	1.000000000000000E+000
1.062638761746166E+004	4.8714137E-001	-3.219580480935721E-003	1.000000000000000E+000
1.062972071742130E+004	4.8813096E-001	-3.177492948243210E-003	1.000000000000000E+000
1.063305381738095E+004	4.8909786E-001	-3.134436306589473E-003	1.000000000000000E+000
1.063638691734060E+004	4.9013752E-001	-3.089229853908030E-003	1.000000000000000E+000
1.063972001730025E+004	4.9113300E-001	-3.046472177125170E-003	1.000000000000000E+000
1.064305311725990E+004	4.9212894E-001	-3.004370171766454E-003	1.000000000000000E+000
1.064638611721955E+004	4.9312931E-001	-2.962438273964217E-003	1.000000000000000E+000
1.064971921717920E+004	4.9416113E-001	-2.919101063431802E-003	1.000000000000000E+000
1.065305231713885E+004	4.9513856E-001	-2.877113935254721E-003	1.000000000000000E+000
1.065638541709847E+004	4.9614701E-001	-2.835774677685921E-003	1.000000000000000E+000
1.065971851705812E+004	4.9714276E-001	-2.794445418136539E-003	1.000000000000000E+000
1.066305161701776E+004	4.9813423E-001	-2.753680791609814E-003	1.000000000000000E+000
1.066638471697740E+004	4.9911803E-001	-2.712384208587687E-003	1.000000000000000E+000
1.066971801693704E+004	5.0014025E-001	-2.670587883383604E-003	1.000000000000000E+000
1.067305121689674E+004	5.0114059E-001	-2.630066481346102E-003	1.000000000000000E+000
1.067638431685633E+004	5.0214207E-001	-2.589833867650000E-003	1.000000000000000E+000
1.067971751681599E+004	5.0312108E-001	-2.548218285217112E-003	1.000000000000000E+000
1.068305051677563E+004	5.0412583E-001	-2.507532774127123E-003	1.000000000000000E+000
1.068638361673527E+004	5.0512344E-001	-2.467258116885357E-003	1.000000000000000E+000
1.068971671669491E+004	5.0612342E-001	-2.427546970610584E-003	1.000000000000000E+000
1.069304981665456E+004	5.0710773E-001	-2.387584395384936E-003	1.000000000000000E+000
1.069638291661420E+004	5.0810874E-001	-2.348066843682252E-003	1.000000000000000E+000
1.069971601657385E+004	5.0912529E-001	-2.308317529144295E-003	1.000000000000000E+000
1.070304911653348E+004	5.1012814E-001	-2.269017701165967E-003	1.000000000000000E+000
1.070638221649313E+004	5.1109797E-001	-2.230259793647537E-003	1.000000000000000E+000
1.070971531645284E+004	5.1211071E-001	-2.191814880766564E-003	1.000000000000000E+000
1.071304841641244E+004	5.1309496E-001	-2.152627843049960E-003	1.000000000000000E+000
1.071638151637209E+004	5.1411104E-001	-2.113446425450076E-003	1.000000000000000E+000
1.071971461633172E+004	5.1511824E-001	-2.075180619218719E-003	1.000000000000000E+000
1.072304761629137E+004	5.1613408E-001	-2.035388937884216E-003	1.000000000000000E+000
1.072638071625102E+004	5.1712644E-001	-1.996996316493704E-003	1.000000000000000E+000
1.072971381621067E+004	5.1810098E-001	-1.959808891045684E-003	1.000000000000000E+000
1.073304691617031E+004	5.1912874E-001	-1.922121926966017E-003	1.000000000000000E+000
1.073638001612997E+004	5.2011824E-001	-1.884218738061431E-003	1.000000000000000E+000
1.073971311608961E+004	5.2112156E-001	-1.845744150432080E-003	1.000000000000000E+000
1.074304621604923E+004	5.2211773E-001	-1.808211285040343E-003	1.000000000000000E+000
1.074637931600894E+004	5.2308583E-001	-1.771458096587440E-003	1.000000000000000E+000
1.074971241596856E+004	5.2410471E-001	-1.733251546696755E-003	1.000000000000000E+000
